set-up,punchline,label
What did the black kid get on his SAT?,Barbecue sauce,1
How do blonde braincells die?,Alone.,1
What was built after the Indian sandwich maker's shop burned down?,A New Delhi,1
"After I changed sex, my daughter has been ignoring me..",It seems like I'm transparent,1
I saw my brother kiss my uncle today.,I'm starting to think he's relatively gay.,1
What did the magician's girlfriend say to the magician?,I can't see you anymore.,1
me: hey do you have the time?,my clock is wrong clock: all i'm saying is why isn't there a white panther,1
I refused to believe I was gay and dyslexic.,I was in Daniel.,1
What are a chocolate bar's preferred gender pronouns?,Her/she.,1
What do you call a pig with three eyes?,Piiig,1
What do bats use to hit baseball?,Baseball human,1
Prison may be just one word.,"But to others, it's a whole sentence",1
"My kid wanted to get a pet spider from the pet store, but they are really expensive.",I can get a really cheap one off the web.,1
Why can't Caitlyn Jenner lie to her kids?,She's a transparent.,1
What sex position produces the ugliest kids?,Ask your parents.,1
What do you call Halloween for feminists?,Triggertreat,1
Why did the midget get slapped?,Because he told a woman how nice her hair smelled.,1
What is a Muslims favorite type of vinegar?,BalIslamic,1
What does a gay horse eat?,Haaaaaaay,1
What do you do if you find a black mamba in your toilet?,Wait until he's finished.,1
What's the difference between a black man and a bike?,The bike doesn't start singing when you put a chain on it.,1
Guess who I bumped into on my way to get my glasses fixed?,Everybody.,1
"SuperMan, A Nice American and A fat American were having a race, who won ?","the fat American, because the other 2 are fictional characters",1
What do Nazi Germany and vaginas have in common?,Their tendency to subjugate poles.,1
My nerdy friend just got a PhD on the history of palindromes.,Now we call him Dr Awkward.,1
What do call a fish with a Phd?,A brain sturgeon.,1
Why don't vampires bet on horses?,They can't handle the stakes.,1
Did you hear about the watermelon bandit?,He was a little seedy.,1
Where is the worst place to hide in a hospital?,In the ICU,1
Why wasn't Hitler invited to the BBQ?,Because he always burns the franks.,1
My sword doesn't weigh much.,It's my light saber.,1
What do you call a Mexican guy with one rubber toe?,Roberto,1
Did you guys hear about the girl that had three vaginas?,"She kept getting fucked left, right and centre.",1
What do you call a fight between a Mexican and a pedophile?,Alien vs Predator,1
One of Jesus's greatest miracles?,"He was a carpenter, but He didn't bring it up every time you met Him.",1
"Why are male bathrooms on the left, and female bathrooms on the right?","Because women are always right, even when they're full of shit.",1
Why do gay men always have candles near their asses?,So the gerbils can find their way out.,1
How many feminists does it take to change a lightbulb?,"Dont be silly, feminists cant change anything.",1
I met a drunk ventriloquist who said she wanted to sleep with me.,I didn't know whether it was her or the beer talking.,1
You wouldn't catch me sucking an African woman's feet.,I'm black toes intolerant.,1
What do you call a Chinese conga line?,A Chu Chu train,1
What would you call a social media marketing genius?,Masterbaiter ROFL,1
My ex-girlfriend is standing at the opposite end of the museum from me!,I want to go say hi but there's just so much history between us.,1
What do you call a Jewish feline?,A yama-cat,1
I know several jokes in sign language.,I guarantee nobody has ever heard them.,1
It's hard following a clown act My girlfriend dated a clown before we started going together.,I've got some pretty big shoes to fill.,1
I slept with my best friend's wife last night and now I feel terrible.,She must have given me a cold or something.,1
Why did Hitler suicide?,He got the gas bill,1
What happens to lawyers after they die?,They lie still.,1
Just spent $300 on a limousine and discovered that the fee doesn't include a driver.,Can't believe I've spent all that money and I have nothing to chauffeur it.,1
What's the leading cause of dry skin?,Towels.,1
What do you call it when two transgender midgets have sex?,Micro trans-action,1
Someone told me a joke about transgender surgery.,Took balls to tell it.,1
What's the best way to grease a Ferrari?,Run over an Italian.,1
You know those do not disturb signs for hotel door knobs?,I need one of those to wear around my neck.,1
Why do girls wear makeup and perfume?,Because they are ugly and they smell.,1
You've gotta watch out with those phone-sex lines.,You'll get hearing aids.,1
Why do Native Americans like being invited to Thanksgiving dinners?,Because usually they're stuck with reservations.,1
What do you call a Muslim woman without a burka?,Dead.,1
Where do bad rainbows go?,Prism.,1
I finally got a snowblower and what a difference it's made.,"Now instead of procrastinating shovelling the snow, I procrastinate snowblowing it.",1
Alcohol is the only liquid that it's cool to drink in excess.,Try bragging about having 17 glasses of diet Pepsi and see who's impressed.,1
What is the most popular kids show in the Middle East?,Dora the EXPLODER,1
Welcome to your forties.,Get ready to be too tired for pretty much everything that brings joy in life.,1
Why would anyone ever think gay people tear apart the fabric of society?,They love fabric.,1
I don't think Muslims go far enough in killing people who draw images of the prophet Mohammed.,I think they should kill people who are named after him as well.,1
An alligator decided to have unprotected sex.,Now he has Gatorades.,1
What do you call a gay avatar?,A bender.,1
What's long and hard on a black guy?,The first grade,1
Black women make the best wives.,You can't see their bruises.,1
I once thought I had a Japanese friend.,But it was just my imagine Asian.,1
What do you call people who hate long sentences?,Criminals.,1
What do you call a genetically engineered cow?,A mootant.,1
Why do gay people smile so much?,It's hard for them to keep a straight face.,1
What do you call a man who pours a lot of drinks?,Phil.,1
What's the difference between a sniper with bad eyesight and a constipated owl?,"One shoots but can't hit, the other hoots but can't shit.",1
did you know that the earth used to be 100% water?,that was until yo momma got thirsty.,1
What's the difference between an onion and a hooker?,I cry when I cut up onions,1
Why can you only get castrated once ?,Because you don't have the balls to do it a second time.,1
What do you call a pretty lady on the arm of a drummer?,A Tattoo.,1
What's the worlds saddest pizza?,Pepperlonely.,1
How do you fit 4 gays on one barstool?,Flip it over!,1
Q. who was the Jewish prophet that led the water molecules across the partially permeable membrane?,A. osmoses,1
"Roses are red, violets are blue.","If he's busy on Christmas, the side chick is you!",1
Why is every gender equality officer female?,Is it because it's cheaper?,1
What do you call a person who eats other people slowly?,A cannibble.,1
Sometimes I hesitate at green lights just so people will honk at me.,You do what you gotta do to feel alive.,1
My doctor told me I needed to stop masturbating.,"I asked him why and he replied, ""Because I'm trying to examine you.""",1
How did Helen Keller break her arms?,She tried to read a road sign going 45mph,1
What did the pirate do after his parrot bit off his genitals?,He got a woodpecker.,1
Why do golf announcers whisper?,Because they don't want to wake up the people watching.,1
What's the difference between black people and cancer?,Cancer got Jobs.,1
What do you call a magician who has lost their magic?,Ian.,1
"Why is a lesbians tea green, slimy, and give you a great buzz?",Because it's aLGae Bee Tea,1
What type of cake makes you no longer have sex?,Wedding cake.,1
What's the hardest part about breaking up with a Japanese girl?,You have to drop the bomb on her twice before she gets the point.,1
My friend gets offended when people tell fat jokes.,I told her to lighten up.,1
Fortune Nookie.,Classic,1
How Many Muslim Women Does it Take to Screw In a Light Bulb?,"Silly, Muslim Women aren't allowed to screw in light bulbs.",1
For christmas i bought my girlfriend a pair of shoes and a dildo.,That way if she doesnt like the shoes she can go fuck herself.,1
Why did the mathematician ignore the tan lady on the beach?,He was too concerned with the tan gent.,1
How do you piss off a female archaeologist?,Find a used tampon and ask her what period it's from.,1
How much does a midget stripper with three kids get paid?,Mini-mom wage.,1
My friend told me he hopes I die somewhere filled with tents and lights and rides.,That seems fair,1
"I thought my son would like that I bought him a trampoline, but oh no.",he just wants to sit and cry in his wheelchair.,1
